ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections
mdp.39015026074537-p85,mdp.39015026074537,mdp.39015026074537-p85,The Hephthemimeral Caesura in Greek Hexameter Poetry,"Bassett, Samuel E.",1917,HathiTrust,['Literary']
mdp.39015026074560,mdp.39015026074560,mdp.39015026074560,Transactions and proceedings of the American Philological Association,American Philological Association,1897,HathiTrust,['Uncategorized']
mdp.39015026074560-p5,mdp.39015026074560,mdp.39015026074560-p5,The Causes of Uniformity in Phonetic Change,"Wheeler, Benjamin Ide",1901,HathiTrust,['Linguistic']
mdp.39015026074602,mdp.39015026074602,mdp.39015026074602,Transactions and proceedings of the American Philological Association,American Philological Association,1897,HathiTrust,['Uncategorized']
mdp.39015026074602-p153,mdp.39015026074602,mdp.39015026074602-p153,The Relation of Accent to Pause-elision and to Hiatus in Plautus and Terence,"Harkness, Albert Granger",1906,HathiTrust,['Literary']
mdp.39015026437072,mdp.39015026437072,scriptureelements,"The elements of experimental phonetics,","Scripture, E. W. (Edward Wheeler), 1864-",1902,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015026482151-p137,mdp.39015026482151,mdp.39015026482151-p137,"Hiatus, Elision, Caesura in Virgil's Hexameter","Shipley, F. W.",1924,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015026482151-p73,mdp.39015026482151,mdp.39015026482151-p73,Accent and Ictus in the Latin Elegiac Distich,"Sturtevant, E. H.",1924,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015026482219,mdp.39015026482219,mdp.39015026482219,Transactions and proceedings of the American Philological Association,American Philological Association,1897,HathiTrust,['Uncategorized']
mdp.39015026482219-p200,mdp.39015026482219,mdp.39015026482219-p200,The Distinctive Character of Enjambement in Homeric Verse,"Parry, Milman",1929,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015026853906,mdp.39015026853906,mdp.39015026853906,"The theory of poetry,","Abercrombie, Lascelles, 1881-1938",1926,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015027522609,mdp.39015027522609,mdp.39015027522609,Ibant obscvri;,"Bridges, Robert Seymour, 1844-1930",1916,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015027522872,mdp.39015027522872,webbremarks,Remarks on the beauties of poetry.,"Webb, Daniel, 1718 or 19-1798",1762,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015027523169,mdp.39015027523169,mdp.39015027523169,"An essay upon pronunciation and gesture, founded upon the best rules and authorities of the ancients, ecclesiastical and civil, and adorned with the finest rules of elocution.","Henley, John, 1692-1756",1750,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015027552432,mdp.39015027552432,mdp.39015027552432,"The home book of verse for young folks,","Stevenson, Burton Egbert, 1872-1962",1915,HathiTrust,['Literary']
mdp.39015027588287-p469,mdp.39015027588287,maynardreason,The Reason for Rhyme,"Maynard, Theodore",1924,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015027616674,mdp.39015027616674,mdp.39015027616674,History of Spanish and Portuguese literature.,"Bouterwek, Friedrich, 1766-1828",1823,HathiTrust,['Literary']
mdp.39015027620346,mdp.39015027620346,mdp.39015027620346,"The quantitative reading of Latin poetry,","Bennett, Charles E. (Charles Edwin), 1858-1921",1899,HathiTrust,['Literary']
mdp.39015027645343,mdp.39015027645343,aristotletreatise,"Aristotle's treatise on rhetoric,",Aristotle,1910,HathiTrust,['Literary']
mdp.39015027648743,mdp.39015027648743,mdp.39015027648743,Extemporary speech in antiquity ...,"Brown, Hazel Louise, 1886-",1914,HathiTrust,['Linguistic']
mdp.39015027737249,mdp.39015027737249,mdp.39015027737249,A theory of the origin and development of the heroic hexameter,"Tisdall, Fitz Gerald, 1840-",1889,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015028092065,mdp.39015028092065,mdp.39015028092065,English grammar and composition :,"Southworth, Gordon A. (Gordon Augustus), 1838-1915",1901,HathiTrust,['Linguistic']
mdp.39015028547696,mdp.39015028547696,mdp.39015028547696,The spelling reform,"March, Francis Andrew, 1825-1911",1893,HathiTrust,['Linguistic']
mdp.39015028547969,mdp.39015028547969,bradleyrelations,"On the relations between spoken and written language with special reference to English,","Bradley, Henry, 1845-1923",1919,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015028549585,mdp.39015028549585,mdp.39015028549585,"English for the non-English,","Black, Norman Fergus, 1876-1964",1913,HathiTrust,['Linguistic']
mdp.39015028553553,mdp.39015028553553,mdp.39015028553553,Greek lyric metre.,"Thomson, George, 1903-1987",1929,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015028572017,mdp.39015028572017,mdp.39015028572017,"The historical point of view in English literary criticism from 1570-1770,","Miller, George Morey",1913,HathiTrust,['Literary']
mdp.39015028573288,mdp.39015028573288,russellorthophony,"Orthophony, or Vocal culture.","Russell, William, 1798-1873. comp",1882,HathiTrust,['Linguistic']
mdp.39015028688730,mdp.39015028688730,mdp.39015028688730,The definition of poetry :,"Biddle, Horace P. (Horace Peters), 1811-1900",1873,HathiTrust,['Literary']
mdp.39015028691627,mdp.39015028691627,mdp.39015028691627,"Introduction to the literature of Europe, in the fifteenth, sixteenth and seventeenth centuries.","Hallam, Henry, 1777-1859",1843,HathiTrust,['Literary']
mdp.39015028691643,mdp.39015028691643,mdp.39015028691643,"Introduction to the literature of Europe, in the fifteenth, sixteenth and seventeenth centuries.","Hallam, Henry, 1777-1859",1843,HathiTrust,['Literary']
mdp.39015028691650,mdp.39015028691650,mdp.39015028691650,"Introduction to the literature of Europe, in the fifteenth, sixteenth and seventeenth centuries.","Hallam, Henry, 1777-1859",1843,HathiTrust,['Literary']
mdp.39015028699455,mdp.39015028699455,mdp.39015028699455,Phonetic French reader;,"Ballard, Anna Woods",1916,HathiTrust,"['Linguistic', 'Typographically Unique']"
mdp.39015028765124,mdp.39015028765124,percyreliques1,"Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;","Percy, Thomas, 1729-1811",1858,HathiTrust,['Literary']
mdp.39015028765132,mdp.39015028765132,percyreliques2,"Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;","Percy, Thomas, 1729-1811",1858,HathiTrust,['Literary']
mdp.39015028765876,mdp.39015028765876,percyreliques3,"Reliques of ancient English poetry: consisting of old heroic ballads, songs, and other pieces of our earlier poets;","Percy, Thomas, 1729-1811",1858,HathiTrust,['Literary']
mdp.39015028770694,mdp.39015028770694,mdp.39015028770694,The phonology of the Spanish dialect of Mexico City ...,"Marden, C. Carroll (Charles Carroll), 1867-1932",1896,HathiTrust,['Linguistic']
mdp.39015028783515,mdp.39015028783515,mdp.39015028783515,Historical outlines of English phonology and morphology (Middle English and modern English),"Moore, Samuel, 1877-",1925,HathiTrust,"['Linguistic', 'Original Bibliography']"
mdp.39015028980152,mdp.39015028980152,abbottenglish,"English lessons for English people,","Abbott, Edwin Abbott, 1838-1926",1893,HathiTrust,['Literary']
mdp.39015029397943,mdp.39015029397943,ripmangood,Good speech;,"Ripman, Walter, 1869-",1922,HathiTrust,['Linguistic']
mdp.39015029915348,mdp.39015029915348,pattersonspirit,"The spirit of the American revolution, as revealed in the poetry of the period;","Patterson, Samuel White, b. 1883",1915,HathiTrust,['Literary']
mdp.39015030042447,mdp.39015030042447,mdp.39015030042447,"By-ways round Helicon,","Williams, Iolo Aneurin, 1890-1962",1922,HathiTrust,['Literary']
mdp.39015030045853,mdp.39015030045853,mdp.39015030045853,"Georg Rudolf Weckherlin,","Schaffer, Aaron, 1894-",1918,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030061975,mdp.39015030061975,mdp.39015030061975,The phonology of the Elis saga ...,"Jones, Jessie Louise",1897,HathiTrust,['Linguistic']
mdp.39015030087897,mdp.39015030087897,thiemetechnique,The technique of the French Alexandrine;,"Thieme, Hugo P. (Hugo Paul), 1870-1940",1898,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030088176,mdp.39015030088176,mdp.39015030088176,A practical tabular summary of French pronunciation applied to the analysis of all the sounds occurring in French words.,"Hennequin, Alfred, 1846-1914",1886,HathiTrust,['Linguistic']
mdp.39015030120235,mdp.39015030120235,mdp.39015030120235,"Essays on poetry and poets,","Noel, Roden, 1834-1894",1886,HathiTrust,['Literary']
mdp.39015030120938,mdp.39015030120938,mdp.39015030120938,Lyric poetry.,"Rhys, Ernest, 1859-1946",1913,HathiTrust,['Literary']
mdp.39015030121050,mdp.39015030121050,aschamscholemastercollated,The scholemaster,"Ascham, Roger, 1515-1568",1895,HathiTrust,['Literary']
mdp.39015030577319,mdp.39015030577319,mdp.39015030577319,Antonius Rhetor on versification,"Sprengling, Martin, 1877-1959",1916,HathiTrust,['Literary']
mdp.39015030595063,mdp.39015030595063,browningessays,The Greek Christian poets and the English poets.,"Browning, Elizabeth Barrett, 1806-1861",1863,HathiTrust,['Literary']
mdp.39015030701851,mdp.39015030701851,fowlerkingsabridged,The king's English abridged for school use.,"Fowler, H. W. (Henry Watson), 1858-1933",1918,HathiTrust,['Linguistic']
mdp.39015030709417,mdp.39015030709417,mdp.39015030709417,"Elizabethan drama, 1558-1642,","Schelling, Felix Emmanuel, 1858-1945",1908,HathiTrust,['Literary']
mdp.39015030712783,mdp.39015030712783,mdp.39015030712783,"Studies in English, written and spoken;","Stoffel, Cornelis, 1845-1908",1894,HathiTrust,"['Linguistic', 'Literary']"
mdp.39015030712858,mdp.39015030712858,arnoldessayssecond,Essays in criticism.,"Arnold, Matthew, 1822-1888",1921,HathiTrust,['Literary']
mdp.39015030713062,mdp.39015030713062,gossejacobean,The Jacobean poets.,"Gosse, Edmund, 1849-1928",1894,HathiTrust,['Literary']
mdp.39015030713765,mdp.39015030713765,mdp.39015030713765,"Contemporaries of Shakespeare,","Swinburne, Algernon Charles, 1837-1909",1919,HathiTrust,['Literary']
mdp.39015030717980,mdp.39015030717980,mdp.39015030717980,"Walt Whitman,","Carpenter, George Rice, 1863-1909",1909,HathiTrust,['Literary']
mdp.39015030723673,mdp.39015030723673,coleridgetable,"Table talk of Samuel Taylor Coleridge,","Coleridge, Samuel Taylor, 1772-1834",1894,HathiTrust,['Literary']
mdp.39015030723681,mdp.39015030723681,coleridgespecimens,Specimens of the table talk of the late Samuel Taylor Coleridge.,"Coleridge, Samuel Taylor, 1772-1834",1874,HathiTrust,['Literary']
mdp.39015030724804,mdp.39015030724804,mdp.39015030724804,The alliteration of Chaucer.,"McClumpha, Charles Flint, 1863-",1888,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030725405,mdp.39015030725405,mdp.39015030725405,Old and new;,"Grandgent, C. H. (Charles Hall), 1862-1939",1920,HathiTrust,['Literary']
mdp.39015030756251,mdp.39015030756251,lowellold,"The old English dramatists,","Lowell, James Russell, 1819-1891",1892,HathiTrust,['Literary']
mdp.39015030759255,mdp.39015030759255,mdp.39015030759255,"The realistic revolt in modern poetry,","Clark, Arthur Melville, 1895-",1922,HathiTrust,['Literary']
mdp.39015030759891,mdp.39015030759891,mdp.39015030759891,A literary Middle English reader;,"Cook, Albert S. (Albert Stanburrough), 1853-1927, ed",1915,HathiTrust,['Linguistic']
mdp.39015030766128,mdp.39015030766128,mdp.39015030766128,"Classic myth in the poetic drama of the age of Elizabeth,","Blake, Harriet Manning, 1872-",1912,HathiTrust,['Literary']
mdp.39015030766243,mdp.39015030766243,mdp.39015030766243,"University drama in the Tudor age,","Boas, Frederick S. (Frederick Samuel), 1862-1957",1914,HathiTrust,['Literary']
mdp.39015030766409,mdp.39015030766409,mdp.39015030766409,The presentation of time in the Elizabethan drama.,"Buland, Mable, 1885-",1912,HathiTrust,['Literary']
mdp.39015030767977,mdp.39015030767977,brookeenglishappendix,English literature.,"Brooke, Stopford Augustus, 1832-1916",1895,HathiTrust,['Literary']
mdp.39015030768421,mdp.39015030768421,gayleyprinciples,"The principles and progress of English poetry,","Gayley, Charles Mills, 1858-1932",1904,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030768439,mdp.39015030768439,gayleypoetry,"Poetry of the people,","Gayley, Charles Mills, 1858-1932",1903,HathiTrust,['Literary']
mdp.39015030835428,mdp.39015030835428,aldenenglish,English verse;,"Alden, Raymond Macdonald, 1873-1924.",1929,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030835436,mdp.39015030835436,mdp.39015030835436,"Elementary lessons in English grammar,","Wyld, Henry Cecil Kennedy, 1870-1945",1909,HathiTrust,['Linguistic']
mdp.39015030837309,mdp.39015030837309,mdp.39015030837309,Analytic elocution :,"Murdoch, James Edward, 1811-1893",1884,HathiTrust,['Linguistic']
mdp.39015030850765,mdp.39015030850765,mdp.39015030850765,Robert Bridges :,"Young, Francis Brett, 1884-1954",1914,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030866415,mdp.39015030866415,mdp.39015030866415,How to speak;,"Patterson, Adelaide",1922,HathiTrust,['Linguistic']
mdp.39015030866464,mdp.39015030866464,mdp.39015030866464,"Elocution and action,","Southwick, Frank Townsend",1903,HathiTrust,['Linguistic']
mdp.39015030866472,mdp.39015030866472,mdp.39015030866472,Acting and the art of speech :,"Solly, James Raymond, 1854-",1891,HathiTrust,['Linguistic']
mdp.39015030866506-p217,mdp.39015030866506,mdp.39015030866506-p217,The Rhythm of Oratorical Prose,"Parrish, W. M.",1925,HathiTrust,"['Linguistic', 'Original Bibliography']"
mdp.39015030867918,mdp.39015030867918,mdp.39015030867918,"Ethics and aesthetics of modern poetry,","Selkirk, J. B. (James Brown), 1832-1904",1878,HathiTrust,['Linguistic']
mdp.39015030867967,mdp.39015030867967,palmerself,Self-cultivation in English,"Palmer, George Herbert, 1842-1933",1897,HathiTrust,['Linguistic']
mdp.39015030868155,mdp.39015030868155,robinsintroduction,An introduction to the study of rhetoric;,"Robins, Helen Josephine, 1871-",1903,HathiTrust,['Linguistic']
mdp.39015030868254,mdp.39015030868254,mdp.39015030868254,"Composition for college students,","Thomas, Joseph Morris, 1876-",1922,HathiTrust,['Linguistic']
mdp.39015030868528,mdp.39015030868528,mdp.39015030868528,The poet's poet;,"Atkins, Elizabeth, 1891-",1922,HathiTrust,['Literary']
mdp.39015030868817,mdp.39015030868817,mdp.39015030868817,Specimens of narration;,"Brewster, W. T. (William Tenney), 1869-1961",1895,HathiTrust,['Linguistic']
mdp.39015030868841,mdp.39015030868841,mdp.39015030868841,A guide to English composition.,"Brewer, Ebenezer Cobham, 1810-1897",1878,HathiTrust,['Linguistic']
mdp.39015030868882,mdp.39015030868882,mdp.39015030868882,The English essay :,"Bradley, Cornelius Beach, 1843-1936",1898,HathiTrust,['Linguistic']
mdp.39015030869070,mdp.39015030869070,mdp.39015030869070,An anatomy of poetry,"Williams-Ellis, Amabel, 1894-1984",1922,HathiTrust,['Literary']
mdp.39015030869138,mdp.39015030869138,mdp.39015030869138,Studies in English rhymes from Surray to Pope;,"Wyld, Henry Cecil Kennedy, 1870-1945",1923,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030869427,mdp.39015030869427,newmanpoetry,"Poetry, with reference to Aristotle's Poetics;","Newman, John Henry, 1801-1890",1891,HathiTrust,['Literary']
mdp.39015030869450,mdp.39015030869450,mdp.39015030869450,A study of poetry.,"Perry, Bliss, 1860-1954",1920,HathiTrust,"['Literary', 'Original Bibliography']"
mdp.39015030870011,mdp.39015030870011,mdp.39015030870011,"Poets the interpreters of their age,","Swanwick, Anna, 1813-1899",1892,HathiTrust,['Literary']
mdp.39015030905288,mdp.39015030905288,hallamintroduction4v4,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries.","Hallam, Henry, 1777-1859",1880,HathiTrust,['Literary']
mdp.39015030905296,mdp.39015030905296,hallamintroduction4v3,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries.","Hallam, Henry, 1777-1859",1880,HathiTrust,['Literary']
mdp.39015030905304,mdp.39015030905304,hallamintroduction4v2,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries.","Hallam, Henry, 1777-1859",1880,HathiTrust,['Literary']
mdp.39015030905312,mdp.39015030905312,hallamintroduction4v1,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries.","Hallam, Henry, 1777-1859",1880,HathiTrust,['Literary']
mdp.39015030905320,mdp.39015030905320,hallamintroduction2v2,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries.","Hallam, Henry, 1777-1859",1847,HathiTrust,['Literary']
mdp.39015030905338,mdp.39015030905338,hallamintroduction2v1,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries.","Hallam, Henry, 1777-1859",1847,HathiTrust,['Literary']
